season,week,game_id,game_date,away_team,home_team,predicted_winner,actual_winner,winner_pick_correct,predicted_home_score,predicted_away_score,predicted_total,actual_home_score,actual_away_score,actual_total,predicted_margin,actual_margin,margin_abs_error,ai_spread,vegas_spread,predicted_cover_outcome,actual_cover_outcome,spread_pick_correct,vegas_total,predicted_total_outcome,actual_total_outcome,total_pick_correct,total_abs_error
2024,16,2024_16_NYG_ATL,2024-12-22,NYG,ATL,ATL,ATL,True,27.2,15.3,42.5,34,7,41,11.9,27,15.1,-11.9,9.5,HOME_COVER,HOME_COVER,True,42.5,PUSH,UNDER,,1.5
2024,16,2024_16_PHI_WAS,2024-12-22,PHI,WAS,WAS,WAS,True,27.4,19.6,47.0,36,33,69,7.8,3,4.8,-7.8,-4.0,HOME_COVER,AWAY_COVER,False,47.0,PUSH,OVER,,22.0
2024,16,2024_16_SF_MIA,2024-12-22,SF,MIA,MIA,MIA,True,25.6,18.4,44.0,29,17,46,7.3,12,4.7,-7.3,-2.0,HOME_COVER,HOME_COVER,True,44.0,PUSH,OVER,,2.0
2024,16,2024_16_TB_DAL,2024-12-22,TB,DAL,DAL,DAL,True,26.4,21.1,47.5,26,24,50,5.4,2,3.4000000000000004,-5.4,-4.5,HOME_COVER,AWAY_COVER,False,47.5,PUSH,OVER,,2.5
2024,16,2024_16_TEN_IND,2024-12-22,TEN,IND,IND,IND,True,25.9,16.6,42.5,38,30,68,9.3,8,1.3000000000000007,-9.3,4.0,HOME_COVER,HOME_COVER,True,42.5,PUSH,OVER,,25.5
2024,16,2024_16_NO_GB,2024-12-23,NO,GB,GB,GB,True,28.1,15.9,44.0,34,0,34,12.1,34,21.9,-12.1,14.0,HOME_COVER,HOME_COVER,True,44.0,PUSH,UNDER,,10.0
2024,17,2024_17_BAL_HOU,2024-12-25,BAL,HOU,HOU,BAL,False,26.0,20.5,46.5,2,31,33,5.5,-29,34.5,-5.5,-5.5,PUSH,AWAY_COVER,,46.5,PUSH,UNDER,,13.5
2024,17,2024_17_KC_PIT,2024-12-25,KC,PIT,PIT,KC,False,25.2,18.3,43.5,10,29,39,6.9,-19,25.9,-6.9,-3.0,HOME_COVER,AWAY_COVER,False,43.5,PUSH,UNDER,,4.5
2024,17,2024_17_SEA_CHI,2024-12-26,SEA,CHI,CHI,SEA,False,24.7,18.8,43.5,3,6,9,6.0,-3,9.0,-6.0,-3.5,HOME_COVER,AWAY_COVER,False,43.5,PUSH,UNDER,,34.5
2024,17,2024_17_ARI_LA,2024-12-28,ARI,LA,LA,LA,True,28.4,19.6,48.0,13,9,22,8.8,4,4.800000000000001,-8.8,6.5,HOME_COVER,HOME_COVER,True,48.0,PUSH,UNDER,,26.0
2024,17,2024_17_DEN_CIN,2024-12-28,DEN,CIN,CIN,CIN,True,29.5,21.0,50.5,30,24,54,8.5,6,2.5,-8.5,3.5,HOME_COVER,HOME_COVER,True,50.5,PUSH,OVER,,3.5
2024,17,2024_17_LAC_NE,2024-12-28,LAC,NE,NE,LAC,False,23.8,18.2,42.0,7,40,47,5.6,-33,38.6,-5.6,-6.0,AWAY_COVER,AWAY_COVER,True,42.0,PUSH,OVER,,5.0
2024,17,2024_17_ATL_WAS,2024-12-29,ATL,WAS,WAS,WAS,True,28.4,18.1,46.5,30,24,54,10.4,6,4.4,-10.4,3.5,HOME_COVER,HOME_COVER,True,46.5,PUSH,OVER,,7.5
2024,17,2024_17_CAR_TB,2024-12-29,CAR,TB,TB,TB,True,29.7,17.8,47.5,48,14,62,12.0,34,22.0,-12.0,9.5,HOME_COVER,HOME_COVER,True,47.5,PUSH,OVER,,14.5
2024,17,2024_17_DAL_PHI,2024-12-29,DAL,PHI,PHI,PHI,True,24.0,13.5,37.5,41,7,48,10.5,34,23.5,-10.5,7.5,HOME_COVER,HOME_COVER,True,37.5,PUSH,OVER,,10.5
2024,17,2024_17_GB_MIN,2024-12-29,GB,MIN,MIN,MIN,True,28.1,20.9,49.0,27,25,52,7.3,2,5.3,-7.3,-1.0,HOME_COVER,HOME_COVER,True,49.0,PUSH,OVER,,3.0
2024,17,2024_17_IND_NYG,2024-12-29,IND,NYG,NYG,NYG,True,22.7,17.8,40.5,45,33,78,4.9,12,7.1,-4.9,-7.5,AWAY_COVER,HOME_COVER,False,40.5,PUSH,OVER,,37.5
2024,17,2024_17_LV_NO,2024-12-29,LV,NO,NO,LV,False,23.1,14.4,37.5,10,25,35,8.7,-15,23.7,-8.7,-2.0,HOME_COVER,AWAY_COVER,False,37.5,PUSH,UNDER,,2.5
2024,17,2024_17_MIA_CLE,2024-12-29,MIA,CLE,CLE,MIA,False,19.3,13.2,32.5,3,20,23,6.1,-17,23.1,-6.1,-3.0,HOME_COVER,AWAY_COVER,False,32.5,PUSH,UNDER,,9.5
2024,17,2024_17_NYJ_BUF,2024-12-29,NYJ,BUF,BUF,BUF,True,28.2,16.3,44.5,40,14,54,12.0,26,14.0,-12.0,10.0,HOME_COVER,HOME_COVER,True,44.5,PUSH,OVER,,9.5
2024,17,2024_17_TEN_JAX,2024-12-29,TEN,JAX,JAX,JAX,True,22.8,15.2,38.0,20,13,33,7.6,7,0.5999999999999996,-7.6,-1.0,HOME_COVER,HOME_COVER,True,38.0,PUSH,UNDER,,5.0
2024,17,2024_17_DET_SF,2024-12-30,DET,SF,SF,DET,False,28.0,22.5,50.5,34,40,74,5.6,-6,11.6,-5.6,-4.0,HOME_COVER,AWAY_COVER,False,50.5,PUSH,OVER,,23.5
2024,18,2024_18_CIN_PIT,2025-01-04,CIN,PIT,PIT,CIN,False,27.3,21.2,48.5,17,19,36,6.1,-2,8.1,-6.1,-2.5,HOME_COVER,AWAY_COVER,False,48.5,PUSH,UNDER,,12.5
2024,18,2024_18_CLE_BAL,2025-01-04,CLE,BAL,BAL,BAL,True,29.4,13.1,42.5,35,10,45,16.3,25,8.7,-16.3,19.5,HOME_COVER,HOME_COVER,True,42.5,PUSH,OVER,,2.5
2024,18,2024_18_BUF_NE,2025-01-05,BUF,NE,NE,NE,True,20.3,16.2,36.5,23,16,39,4.0,7,3.0,-4.0,-3.0,HOME_COVER,HOME_COVER,True,36.5,PUSH,OVER,,2.5
2024,18,2024_18_CAR_ATL,2025-01-05,CAR,ATL,ATL,CAR,False,29.6,18.9,48.5,38,44,82,10.7,-6,16.7,-10.7,7.5,HOME_COVER,HOME_COVER,True,48.5,PUSH,OVER,,33.5
2024,18,2024_18_CHI_GB,2025-01-05,CHI,GB,GB,CHI,False,27.2,14.3,41.5,22,24,46,13.0,-2,15.0,-13.0,10.0,HOME_COVER,HOME_COVER,True,41.5,PUSH,OVER,,4.5
2024,18,2024_18_HOU_TEN,2025-01-05,HOU,TEN,TEN,HOU,False,22.5,14.0,36.5,14,23,37,8.5,-9,17.5,-8.5,2.5,HOME_COVER,AWAY_COVER,False,36.5,PUSH,OVER,,0.5
2024,18,2024_18_JAX_IND,2025-01-05,JAX,IND,IND,IND,True,27.3,18.2,45.5,26,23,49,9.1,3,6.1,-9.1,3.5,HOME_COVER,HOME_COVER,True,45.5,PUSH,OVER,,3.5
2024,18,2024_18_KC_DEN,2025-01-05,KC,DEN,DEN,DEN,True,25.4,15.1,40.5,38,0,38,10.2,38,27.8,-10.2,10.5,HOME_COVER,HOME_COVER,True,40.5,PUSH,UNDER,,2.5
2024,18,2024_18_LAC_LV,2025-01-05,LAC,LV,LV,LAC,False,23.7,18.8,42.5,20,34,54,4.9,-14,18.9,-4.9,-7.0,AWAY_COVER,AWAY_COVER,True,42.5,PUSH,OVER,,11.5
2024,18,2024_18_MIA_NYJ,2025-01-05,MIA,NYJ,NYJ,NYJ,True,23.7,15.8,39.5,32,20,52,8.0,12,4.0,-8.0,1.5,HOME_COVER,HOME_COVER,True,39.5,PUSH,OVER,,12.5
2024,18,2024_18_MIN_DET,2025-01-05,MIN,DET,DET,DET,True,33.2,23.3,56.5,31,9,40,9.9,22,12.1,-9.9,3.0,HOME_COVER,HOME_COVER,True,56.5,PUSH,UNDER,,16.5
2024,18,2024_18_NO_TB,2025-01-05,NO,TB,TB,TB,True,29.3,15.2,44.5,27,19,46,14.1,8,6.1,-14.1,14.5,HOME_COVER,HOME_COVER,True,44.5,PUSH,OVER,,1.5
2024,18,2024_18_NYG_PHI,2025-01-05,NYG,PHI,PHI,PHI,True,23.8,12.7,36.5,20,13,33,11.1,7,4.1,-11.1,3.0,HOME_COVER,HOME_COVER,True,36.5,PUSH,UNDER,,3.5
2024,18,2024_18_SEA_LA,2025-01-05,SEA,LA,LA,SEA,False,22.5,16.0,38.5,25,30,55,6.4,-5,11.4,-6.4,-7.5,AWAY_COVER,AWAY_COVER,True,38.5,PUSH,OVER,,16.5
2024,18,2024_18_SF_ARI,2025-01-05,SF,ARI,ARI,ARI,True,25.7,16.8,42.5,47,24,71,8.9,23,14.1,-8.9,4.5,HOME_COVER,HOME_COVER,True,42.5,PUSH,OVER,,28.5
2024,18,2024_18_WAS_DAL,2025-01-05,WAS,DAL,DAL,WAS,False,24.1,19.4,43.5,19,23,42,4.6,-4,8.6,-4.6,-7.0,AWAY_COVER,AWAY_COVER,True,43.5,PUSH,UNDER,,1.5
